ELaFmC2UFzk,38643.0,38654.0,38675.0,38686.0,38692.0,38715.0,38751.0,38801.0,38863.0,38922.0,38972.0,39027.0,39088.0,39157.0,39352.0,39585.0,39665.0,39747.0,39784
UulR1x4tvZE,33979.0,34025.0,34074.0,34117.0,34163.0,34198.0,34242.0,34288.0,34320.0,34388.0,34437.0,34484.0,34561.0,34947.0,35223.0,35336.0,35460.0,35558.0,35643
8cEdndsuzSE,364852.0,365309.0,365742.0,366187.0,366654.0,367121.0,367562.0,368028.0,368414.0,368921.0,369381.0,369837.0,370354.0,370902.0,371402.0,372070.0,372654.0,373217.0,373624
n71tJihpPHA,1308.0,1321.0,1337.0,1348.0,1381.0,1396.0,1406.0,1416.0,1423.0,1429.0,1431.0,1436.0,1436.0,1438.0,1441.0,1443.0,1442.0,1443.0,1444
_onCG9RhAIo,,,751.0,1362.0,1698.0,1930.0,2068.0,2200.0,2352.0,2504.0,2624.0,2667.0,2712.0,2759.0,2813.0,2860.0,2912.0,2957.0,2999
QFI8C6_STTc,,,37.0,62.0,70.0,75.0,77.0,82.0,88.0,96.0,103.0,106.0,107.0,109.0,111.0,114.0,119.0,122.0,127
3Lj1CoLVQbU,,,,,,,,,,,,,,,,,,,
N_P7j2JG7ws,,,,18.0,24.0,27.0,27.0,28.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,31
oB5ZwlgICvg,,,,,676.0,1166.0,1334.0,1407.0,1495.0,1720.0,1902.0,2061.0,2146.0,2201.0,2245.0,2290.0,2332.0,2357.0,2367
-XJi9qCv_1s,,,,,1045.0,2212.0,2408.0,2506.0,2600.0,2659.0,2728.0,2778.0,2797.0,2827.0,2845.0,2854.0,2874.0,2894.0,2911
5XCdT42R1Yg,,,,,,2825.0,2825.0,2825.0,2825.0,2825.0,2823.0,2823.0,2822.0,2823.0,2823.0,2823.0,2823.0,2823.0,2823
t_HEiqWHg44,,,,,,1314.0,1371.0,1418.0,1446.0,1466.0,1479.0,1503.0,1521.0,1529.0,1536.0,1537.0,1542.0,1545.0,1545
n17xAjgbHO0,,,,,,48.0,54.0,64.0,70.0,74.0,76.0,82.0,84.0,86.0,88.0,90.0,91.0,91.0,91
VQucfbsmlyc,,,,,,193.0,223.0,238.0,268.0,277.0,284.0,287.0,291.0,293.0,297.0,299.0,300.0,300.0,303
U4avKonYpIk,,,,,,461.0,861.0,911.0,931.0,952.0,969.0,986.0,990.0,994.0,998.0,1001.0,1003.0,1004.0,1006
1UyzVpQDkW8,,,,,,676.0,1319.0,1642.0,1864.0,2002.0,2078.0,2134.0,2184.0,2222.0,2236.0,2250.0,2261.0,2269.0,2278
L_IrTG4E-CY,,,,,,286.0,329.0,363.0,387.0,403.0,434.0,454.0,468.0,479.0,493.0,513.0,526.0,535.0,542
OrlkRhaVnhk,,,,,,,1322.0,2921.0,3765.0,4584.0,5296.0,5665.0,5893.0,6157.0,6296.0,6404.0,6500.0,6571.0,6626
zSFmsS5ufDs,,,,,,,115.0,264.0,315.0,330.0,401.0,514.0,589.0,614.0,624.0,636.0,650.0,655.0,658
22CcsqxQdW0,,,,,,,885.0,1063.0,1106.0,1158.0,1181.0,1202.0,1216.0,1222.0,1227.0,1229.0,1233.0,1233.0,1237
nhDcqoetCy8,,,,,,,,3736.0,6937.0,8173.0,9228.0,10027.0,10508.0,10904.0,11282.0,11540.0,11777.0,11991.0,12204
v5_GoNFr5wc,,,,,,,,,42577.0,62137.0,69910.0,74205.0,77266.0,79428.0,80885.0,82194.0,83230.0,83977.0,84494
fAVrqc-IphQ,,,,,,,,,98.0,122.0,128.0,131.0,131.0,132.0,131.0,131.0,131.0,131.0,132
v5_GoNFr5wc,,,,,,,,,42577.0,62137.0,69910.0,74205.0,77266.0,79428.0,80885.0,82194.0,83230.0,83977.0,84494
hRlt2L-MJKU,,,,,,,,,4194.0,5271.0,5729.0,6414.0,6672.0,6933.0,7067.0,7169.0,7267.0,7337.0,7395
Sf5ErqLw33M,,,,,,,,,2929.0,3148.0,3248.0,3283.0,3300.0,3319.0,3331.0,3339.0,3341.0,3347.0,3352
WZgam7x_ymU,,,,,,,,,,189.0,259.0,338.0,388.0,436.0,485.0,507.0,535.0,557.0,585
i3hQxcVNXx0,,,,,,,,,,298.0,638.0,868.0,1030.0,1150.0,1217.0,1297.0,1344.0,1398.0,1452
JGvx-7IkUCA,,,,,,,,,,5.0,8.0,10.0,12.0,13.0,13.0,13.0,13.0,13.0,13
2gbVYUcPRwY,,,,,,,,,,25.0,33.0,40.0,40.0,45.0,52.0,58.0,58.0,60.0,65
v94Q1nzU4Vc,,,,,,,,,,,510.0,539.0,571.0,598.0,616.0,627.0,634.0,648.0,656
kacuL0bgsdI,,,,,,,,,,,,12011.0,12091.0,12181.0,12263.0,12344.0,12425.0,12475.0,12518
BTlj6Sls7KE,,,,,,,,,,,,7032.0,23499.0,31364.0,35306.0,39593.0,44079.0,48051.0,50930
ER4YaTP2Sc8,,,,,,,,,,,,1263.0,1292.0,1309.0,1327.0,1342.0,1353.0,1390.0,1420
uGTz6iCDvIw,,,,,,,,,,,,25258.0,27220.0,28301.0,28938.0,29490.0,29966.0,30392.0,30670
EKrsvC7XxhE,,,,,,,,,,,,8917.0,13105.0,15912.0,17680.0,19094.0,19833.0,20397.0,20682
HHkj1M34QNg,,,,,,,,,,,,1803.0,2226.0,2440.0,2599.0,2708.0,2788.0,2897.0,2966
ZkA18GPAylY,,,,,,,,,,,,,1073.0,1171.0,1193.0,1202.0,1207.0,1212.0,1216
cAIfrwyYmVo,,,,,,,,,,,,,146.0,194.0,222.0,245.0,261.0,274.0,292
_laRJSDsyHM,,,,,,,,,,,,,714.0,773.0,828.0,878.0,904.0,934.0,952
7KqkSpD4AxI,,,,,,,,,,,,,,9.0,13.0,22.0,27.0,28.0,28
hQ4-H-nNNz4,,,,,,,,,,,,,,9175.0,29157.0,34660.0,39006.0,42302.0,44301
KRAFmgTECWw,,,,,,,,,,,,,,,3012.0,3733.0,4439.0,5233.0,5697
6gi87AUDs0M,,,,,,,,,,,,,,,175438.0,189194.0,197459.0,204633.0,208498
97qr0BOdHkc,,,,,,,,,,,,,,,,3562.0,5593.0,7189.0,9289
6AvlefX35o8,,,,,,,,,,,,,,,,1846.0,2549.0,2879.0,3056
t5oIE5lrph0,,,,,,,,,,,,,,,,33.0,33.0,33.0,33
SoZeR3ttHKk,,,,,,,,,,,,,,,,876.0,932.0,1004.0,1065
Zl-LzXzy4vc,,,,,,,,,,,,,,,,1387.0,2595.0,3790.0,4957
RRad4YeoaJY,,,,,,,,,,,,,,,,1281.0,1307.0,1336.0,1351
SUJn2h-J5Ko,,,,,,,,,,,,,,,,,652.0,685.0,719
0iul7DdRFyA,,,,,,,,,,,,,,,,,7600.0,7615.0,7626
gOjG-70-D5o,,,,,,,,,,,,,,,,,187369.0,201815.0,210311
bt1BdmKRzzw,,,,,,,,,,,,,,,,,,,
gJrl2mpEsxI,,,,,,,,,,,,,,,,,,328.0,456
e589HW1MGbo,,,,,,,,,,,,,,,,,,267.0,285
HUNkE8Sopwo,,,,,,,,,,,,,,,,,,4387.0,4918
raPfw-TycEg,,,,,,,,,,,,,,,,,,,
kn-U4BvIuXw,,,,,,,,,,,,,,,,,,,7630
RV5_Y_f7u0k,,,,,,,,,,,,,,,,,,,442
K7t12aTmhkc,,,,,,,,,,,,,,,,,,,26
SeZ6L9jZmHc,,,,,,,,,,,,,,,,,,,1653
