3Lj1CoLVQbU,,,2549.0,6446.0,8433.0,9498.0,10472.0,11155.0,11772.0,12522.0,13181.0,13662
N_P7j2JG7ws,,,,69.0,136.0,153.0,171.0,177.0,185.0,191.0,198.0,205
oB5ZwlgICvg,,,,,3916.0,11833.0,16307.0,19591.0,22420.0,48725.0,82043.0,109131
-XJi9qCv_1s,,,,,2990.0,9945.0,11259.0,12106.0,12739.0,13217.0,13682.0,14059
5XCdT42R1Yg,,,,,,35067.0,35082.0,35090.0,35099.0,35103.0,35112.0,35120
t_HEiqWHg44,,,,,,6716.0,7796.0,8566.0,8987.0,9316.0,9638.0,9977
n17xAjgbHO0,,,,,,239.0,288.0,418.0,1131.0,459.0,469.0,605
VQucfbsmlyc,,,,,,791.0,1037.0,1098.0,1190.0,1226.0,1257.0,1275
U4avKonYpIk,,,,,,1268.0,4301.0,5048.0,5303.0,5432.0,5515.0,5606
1UyzVpQDkW8,,,,,,3718.0,11008.0,15053.0,18553.0,20588.0,22106.0,23514
L_IrTG4E-CY,,,,,,3483.0,4675.0,5498.0,6161.0,7005.0,7875.0,8652
OrlkRhaVnhk,,,,,,,8980.0,40285.0,59183.0,72595.0,96674.0,105157
zSFmsS5ufDs,,,,,,,1147.0,3335.0,4241.0,4917.0,12124.0,25082
22CcsqxQdW0,,,,,,,5695.0,10225.0,12685.0,14214.0,15450.0,16605
nhDcqoetCy8,,,,,,,,29199.0,78245.0,114991.0,192547.0,304828
v5_GoNFr5wc,,,,,,,,,171882.0,332548.0,406707.0,457350
fAVrqc-IphQ,,,,,,,,,1640.0,2555.0,2639.0,2680
v5_GoNFr5wc,,,,,,,,,171882.0,332548.0,406707.0,457350
hRlt2L-MJKU,,,,,,,,,34677.0,64895.0,80672.0,98303
Sf5ErqLw33M,,,,,,,,,12405.0,14715.0,15662.0,16082
WZgam7x_ymU,,,,,,,,,,11370.0,19419.0,29870
i3hQxcVNXx0,,,,,,,,,,1295.0,5449.0,14769
JGvx-7IkUCA,,,,,,,,,,32.0,63.0,79
2gbVYUcPRwY,,,,,,,,,,696.0,1497.0,4942
v94Q1nzU4Vc,,,,,,,,,,,10978.0,13359
kacuL0bgsdI,,,,,,,,,,,,1457657
BTlj6Sls7KE,,,,,,,,,,,,27347
ER4YaTP2Sc8,,,,,,,,,,,,38173
uGTz6iCDvIw,,,,,,,,,,,,87945
EKrsvC7XxhE,,,,,,,,,,,,27147
HHkj1M34QNg,,,,,,,,,,,,14627
