Ihmc3iN8Ks4,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392
qivbZZ-2Lac,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21
6Ql8nS6qHm4,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23
tyj7CLqurmY,70.0,70.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,71.0,73.0,73.0,73.0,73
-ssLM3WqJSM,268.0,269.0,269.0,269.0,269.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270
zo3F3PottHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I0G8pn4PudQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
iKp8Rbq3UEM,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7
ulYfmWSjG9M,1082.0,1082.0,1082.0,1082.0,1082.0,1082.0,1082.0,1082.0,1082.0,1082.0,1082.0,1082.0,1082.0,1082
zl3zHMVsA8A,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63
fXgmejO7vYM,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,309.0,309.0,309
x-Juc8ia7x4,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19
ckzho8x0q5g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
d5JedOlmEyA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tfn6Tk7cbCs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PuXH_fgAY6E,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10
FZys3pZe1i8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CGvkwuZjLHo,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274.0,1274
eJ5oRsAzsLk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mF_I7fo8_EA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FDqlhXkWN2Y,517.0,518.0,518.0,518.0,518.0,518.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,520
hVLRky1hGfk,12897.0,12898.0,12900.0,12900.0,12899.0,12900.0,12899.0,12902.0,12902.0,12899.0,12901.0,12902.0,12903.0,12906
ygAB6aKaidU,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,407.0,407.0,407.0,406
eO1ova9Isug,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7
n6x7wIsNK-M,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50
gsFLc2kv4Xw,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35
FSIGLF5G7BY,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215
DvCI12Bvl0w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rkrXoMNiM5M,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1202
GxaWj8eoRmw,4540.0,4539.0,4539.0,4539.0,4539.0,4539.0,4539.0,4539.0,4539.0,4538.0,4538.0,4538.0,4538.0,4538
WS5u-6LnyUU,4676.0,4679.0,4679.0,4678.0,4678.0,4678.0,4678.0,4680.0,4680.0,4680.0,4678.0,4678.0,4678.0,4678
4UJUY9pXnPg,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65
IIdQZF5ragM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BNoK-gG_3KM,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
E1sOXOARqIc,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11
tM1v-q5daOw,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26
bqA5zLCS_e0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14
sApjwiLo2-E,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11
TlmM1JfXu_w,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7
IWAHmvBiSNA,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11
3B4S_FleqVg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
qvGwLOgMKUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Xt5kTAhI2ZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
nRgnrTlSo58,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37
NQ-S4Uz_5uk,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
4iYD0catMpY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
h-iGa-85CxA,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37
-pmrMJjUCnI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95kCMWdWf_s,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26
Lx2Uj6YIiNY,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25
P9EtUdtkiKQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PBjS2D5SQh0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
SuNUN2xqwwI,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7
S8VRjo39tIQ,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324.0,324
7Vmae8-bPVM,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6
gY3RvDNFFx8,565.0,566.0,567.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,568.0,567
mCMTpLjVYYo,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36
IDii_W6qocs,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31
2CHRKiGRTTo,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26
PE4QEQ4ciWk,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164
9BqCWavdAEo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
x4XOZ4LotYc,1237.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238.0,1238
lQzbcR9lk1c,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10
dGoHLoDmHdI,1542.0,1543.0,1545.0,1545.0,1545.0,1546.0,1546.0,1547.0,1550.0,1553.0,1553.0,1554.0,1556.0,1556
jKuL3gV-f-8,47.0,47.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48
HMUMsm78IGw,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68
6vjfaPhx11E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2XFJdG5ehxM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1CBzh44IzfA,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
EA2H7zvkOUQ,,,,,,,,,,,,,,
pCltj0evfFE,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209
UFdmGJFuYTI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dg5vkzqzr58,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453
MVazhsruf5w,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
WwyrLOjQ1NM,373.0,373.0,373.0,373.0,373.0,373.0,373.0,373.0,373.0,373.0,373.0,373.0,373.0,373
YjR1SGUR9UU,1248.0,1247.0,1247.0,1246.0,1247.0,1247.0,1247.0,1247.0,1247.0,1247.0,1247.0,1247.0,1248.0,1248
E_0AOHXcw_8,1317.0,1317.0,1317.0,1318.0,1318.0,1318.0,1318.0,1318.0,1319.0,1320.0,1320.0,1320.0,1320.0,1320
t1JQ8SaszJY,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52
K0WGATUrGC4,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14
rl-LajD_yIk,1299.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1301.0,1301.0,1301.0,1300.0,1300.0,1300
WoQsQTIQpEA,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19
d_x3lSo0gCE,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64
tVKG8hOZmUI,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29
BZ-4GsovYZ8,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82
bo-CdHtG1uY,,,,,,,,,,,,,,
tUEraaV5inc,43965.0,43965.0,43965.0,43965.0,43965.0,43965.0,43965.0,43964.0,43961.0,43961.0,43961.0,43961.0,43960.0,43960
uy-xAWCi_uM,808.0,808.0,808.0,808.0,808.0,808.0,808.0,807.0,807.0,807.0,807.0,807.0,807.0,807
YP5NyXol310,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356.0,1356
JuwpYSgxOs4,,,,,,,,,,,,,,
4Ob1uQWEX8E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9ixJZM_4EKg,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031
rLhDWViTYdM,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179
mxeYe6ubqk0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KbTC2vrGnDw,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85
7xAlvf0LmqQ,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9
1J7SF-iWRYE,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18
7ihLv8_Vd-4,447.0,447.0,447.0,447.0,447.0,447.0,447.0,446.0,447.0,447.0,446.0,446.0,446.0,446
sCq7Lccu-XQ,73.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,73.0,73.0,73.0,73.0,73
mwTnWKAvFyo,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406.0,406
eSYoKWFEtdM,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36
wIXXJMA0ZcM,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70
f3aG-K57Bo0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7
46rb_TuZJI8,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48
19r9qaM3Bt0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15
0C11nM1pTVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
99Hbd45FZ1g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GsEKv5PI1B8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S__YQPxw2Qk,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34
yxXcEvft9tI,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29
HFSB7HGvpsE,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10
vbK_5hvLbe4,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9
FGcy5WwS-6w,89.0,89.0,89.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91
sVbpvsrtTzM,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,392.0,393.0,393.0,393
M22CIsJJxvI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
go50ASrZJKs,3182.0,3181.0,3181.0,3181.0,3181.0,3181.0,3181.0,3181.0,3181.0,3181.0,3181.0,3181.0,3181.0,3181
PfmD6b9bcrU,2847.0,2848.0,2848.0,2848.0,2848.0,2846.0,2847.0,2847.0,2847.0,2847.0,2847.0,2847.0,2847.0,2847
kcD8_7otSQw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-aVjKGhmEVQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
R8P3XP1yFR0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
M8KxsPwf7lM,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
AaLsgtuHMfA,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589
uxkVq1L6qiY,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129
YS4e8j2GMxM,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108
EVgCofSm_mg,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68
0Y7V-n99taA,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5
MlRZWl_DFgM,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54
AmIoEkr8GlE,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66
_pABICG7DEY,,,,,,,,,,,,,,
vBvO5PO3KVI,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9
cgud2HYHBEQ,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230.0,230
YjjWrJie-X8,278.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279
dC82YC5lA9g,725.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,725.0,726.0,726
LKUXc1uwA2Y,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71
hShftkhcs0I,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,187.0,187.0,187.0,187.0,187
l63e5dGY-Fg,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223
0k7C8dFPzEI,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493.0,493
YSZ__OkWCH0,543.0,543.0,543.0,543.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544.0,544
fnQbkvg89gs,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
geoeT1KYON4,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9
HBn2Oyex69I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kqv6BUE_gQw,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39
XfiXlmvhFsU,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7
PS0qkO5qty0,230792.0,230789.0,230799.0,230799.0,230798.0,230799.0,230797.0,230802.0,230812.0,230811.0,230818.0,230824.0,230824.0,230828
WqI2osvJkXQ,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
fIOI_8aOUug,,,,,,,,,,,,,,
JMwP1x0N3Bo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
N_7pMRORNns,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
zTTMXenhje4,12479.0,12482.0,12484.0,12484.0,12485.0,12487.0,12488.0,12489.0,12488.0,12490.0,12491.0,12490.0,12490.0,12492
